Run_ID,Mode,Task ID,Difficulty,Test Case Success,Valid Success,Critic Safety Vetoes,Critic Logic Vetoes,Final Safety Blocked,Final Logic Unresolved,Latency (s),Actual Cost ($),Iterations,Escalated,Error
1,loop_only,sum-in-a-matrix,medium,0,0,0,0,0,0,7.37,0.000462875,1,0,"Test 1 Failed. Expected 15, Got 28. Input: [[7, 2, 1], [6, 4, 2], [6, 5, 3], [3, 2, 1]]"
1,loop_only,maximum-or,medium,1,1,0,0,0,0,4.85,0.00044402500000000007,1,0,
1,loop_only,maximum-strength-of-a-group,medium,1,1,0,0,0,0,3.48,0.0003897750000000003,1,0,
1,loop_only,extra-characters-in-a-string,medium,1,1,0,0,0,0,3.36,0.00043832500000000004,1,0,
1,loop_only,count-of-integers,hard,0,0,0,0,0,0,6.09,0.0005483250000000001,1,0,"Test 1 Failed. Expected 11, Got 10. Input: ""1""
""12""
1
8"
1,loop_only,number-of-adjacent-elements-with-the-same-color,medium,1,1,0,0,0,0,4.65,0.0005395249999999999,1,0,
1,loop_only,power-of-heroes,hard,0,0,0,0,0,0,4.95,0.0004918750000000001,1,0,"Test 1 Failed. Expected 141, Got 200. Input: [2, 1, 4]"
1,loop_only,find-the-longest-semi-repetitive-substring,medium,1,1,0,0,0,0,3.83,0.00043582499999999993,1,0,
1,loop_only,neighboring-bitwise-xor,medium,0,0,0,0,0,0,4.5,0.0005032249999999999,1,0,"Test 3 Failed. Expected False, Got True. Input: [1, 0]"
1,loop_only,find-the-punishment-number-of-an-integer,medium,1,1,0,0,0,0,5.18,0.0005362750000000001,1,0,
1,loop_only,painting-the-walls,hard,0,0,1,1,1,0,14.45,0.0017082999999999994,2,0,"Test 1 Failed. Expected 3, Got 8. Input: [1, 2, 3, 2]
[1, 2, 3, 2]"
1,loop_only,collecting-chocolates,medium,0,0,0,0,0,0,4.22,0.000525175000000001,1,0,"Test 1 Failed. Expected 13, Got 36. Input: [20, 1, 15]
5"
1,loop_only,determine-the-minimum-sum-of-a-k-avoiding-array,medium,1,1,0,0,0,0,5.36,0.0005878749999999999,1,0,
1,loop_only,minimum-cost-to-make-all-characters-equal,medium,0,0,0,0,0,0,5.5,0.0006133749999999993,1,0,"Test 1 Failed. Expected 2, Got 0. Input: ""0011"""
1,loop_only,greatest-common-divisor-traversal,hard,1,1,0,0,0,0,5.4,0.0006256749999999991,1,0,
1,loop_only,lexicographically-smallest-string-after-substring-operation,medium,1,1,1,1,0,0,9.15,0.0011553999999999974,2,0,
1,loop_only,find-the-longest-equal-subarray,medium,0,0,0,0,0,0,4.53,0.0005531249999999998,1,0,"Test 1 Failed. Expected 3, Got 6. Input: [1, 3, 2, 3, 1, 3]
3"
1,loop_only,count-zero-request-servers,medium,1,1,0,0,0,0,6.69,0.0006090749999999989,1,0,
1,loop_only,relocate-marbles,medium,1,1,0,0,0,0,4.03,0.0005740750000000003,1,0,
1,loop_only,minimum-operations-to-make-the-integer-zero,medium,1,1,0,0,0,0,5.52,0.0005109749999999986,1,0,
1,loop_only,find-the-value-of-the-partition,medium,1,1,0,0,0,0,3.11,0.0004326250000000007,1,0,
1,loop_only,special-permutations,medium,1,1,0,0,0,0,3.92,0.0004534249999999986,1,0,
1,loop_only,sum-of-imbalance-numbers-of-all-subarrays,hard,1,1,0,0,0,0,3.42,0.0005094249999999991,1,0,
1,loop_only,construct-the-longest-new-string,medium,0,0,1,1,0,0,16.4,0.0018102000000000014,2,0,"Test 1 Failed. Expected 12, Got 6. Input: 2
5
1"
1,loop_only,decremental-string-concatenation,medium,0,0,0,0,0,0,7.62,0.0007531750000000018,1,0,"Test 1 Failed. Expected 4, Got 0. Input: [""aa"", ""ab"", ""bc""]"
1,loop_only,maximum-number-of-jumps-to-reach-the-last-index,medium,1,1,0,0,0,0,3.8,0.0005278749999999971,1,0,
1,loop_only,count-complete-subarrays-in-an-array,medium,1,1,0,0,0,0,3.84,0.00048582499999999876,1,0,
1,loop_only,ways-to-split-array-into-good-subarrays,medium,1,1,0,0,0,0,4.65,0.0003870249999999957,1,0,
1,loop_only,continuous-subarrays,medium,1,1,0,0,0,0,4.38,0.0005572749999999994,1,0,
1,loop_only,longest-non-decreasing-subarray-from-two-arrays,medium,1,1,0,0,0,0,5.49,0.0006187250000000005,1,0,
1,loop_only,largest-element-in-an-array-after-merge-operations,medium,0,0,0,0,0,0,3.58,0.0004828249999999992,1,0,"Test 1 Failed. Expected 21, Got 3. Input: [2, 3, 7, 9, 3]"
1,loop_only,prime-pairs-with-target-sum,medium,1,1,0,0,0,0,3.32,0.0004188750000000026,1,0,
1,loop_only,shortest-string-that-contains-three-strings,medium,1,1,0,0,0,0,4.34,0.0005120750000000007,1,0,
1,loop_only,apply-operations-to-make-all-array-elements-equal-to-zero,medium,1,1,0,0,0,0,4.6,0.000517374999999997,1,0,
1,loop_only,minimum-changes-to-make-k-semi-palindromes,hard,0,0,0,0,0,0,6.98,0.0008792250000000008,1,0,"Test 1 Failed. Expected 1, Got 2. Input: ""abcac""
2"
1,loop_only,ways-to-express-an-integer-as-sum-of-powers,medium,1,1,0,0,0,0,3.68,0.000413924999999999,1,0,
1,loop_only,partition-string-into-minimum-beautiful-substrings,medium,1,1,0,0,0,0,3.91,0.0005034249999999983,1,0,
1,loop_only,length-of-the-longest-valid-substring,hard,1,1,0,0,0,0,3.43,0.0005363249999999972,1,0,
1,loop_only,sort-vowels-in-a-string,medium,1,1,0,0,0,0,3.15,0.0004158749999999996,1,0,
1,loop_only,minimum-index-of-a-valid-split,medium,0,0,0,0,0,0,3.16,0.0005254749999999975,1,0,"Test 1 Failed. Expected 2, Got -1. Input: [1, 2, 2, 2]"
1,loop_only,maximum-beauty-of-an-array-after-applying-operation,medium,1,1,0,1,0,0,10.22,0.0012079999999999938,2,0,
1,loop_only,visit-array-positions-to-maximize-score,medium,1,1,0,0,0,0,3.91,0.0006069249999999977,1,0,
1,loop_only,count-of-interesting-subarrays,medium,1,1,0,0,0,0,4.53,0.0005348249999999992,1,0,
1,loop_only,check-if-it-is-possible-to-split-array,medium,1,1,0,0,0,0,7.03,0.0006634249999999987,1,0,
1,loop_only,maximum-number-of-groups-with-increasing-length,hard,1,1,0,0,0,0,4.67,0.0005669749999999973,1,0,
1,loop_only,minimum-seconds-to-equalize-a-circular-array,medium,1,1,0,0,0,0,3.45,0.0005016249999999986,1,0,
1,loop_only,count-stepping-numbers-in-range,hard,1,1,0,0,0,0,6.83,0.0007210250000000001,1,0,
1,loop_only,minimum-time-to-make-array-sum-at-most-x,hard,0,0,1,0,0,0,17.02,0.0021213499999999975,2,0,"Test 1 Failed. Expected 3, Got 0. Input: [1, 2, 3]
[1, 2, 3]
4"
1,loop_only,count-pairs-of-points-with-distance-k,medium,1,1,0,0,0,0,6.18,0.0006083249999999998,1,0,
1,fallback_only,sum-in-a-matrix,medium,1,1,0,0,0,0,4.33,0.000447274999999997,1,0,
1,fallback_only,maximum-or,medium,1,1,0,0,0,0,3.87,0.00041617500000000474,1,0,
1,fallback_only,maximum-strength-of-a-group,medium,1,1,0,0,0,0,3.59,0.0003860249999999982,1,0,
1,fallback_only,extra-characters-in-a-string,medium,1,1,0,0,0,0,4.14,0.0005187749999999991,1,0,
1,fallback_only,count-of-integers,hard,1,1,0,0,0,0,7.93,0.0006647749999999994,1,0,
1,fallback_only,number-of-adjacent-elements-with-the-same-color,medium,1,1,0,0,0,0,3.71,0.0005257249999999977,1,0,
1,fallback_only,power-of-heroes,hard,0,0,1,1,1,1,12.57,0.0011315250000000013,1,0,"Test 1 Failed. Expected 141, Got 45. Input: [2, 1, 4]"
1,fallback_only,find-the-longest-semi-repetitive-substring,medium,1,1,0,0,0,0,4.24,0.0004380250000000016,1,0,
1,fallback_only,neighboring-bitwise-xor,medium,1,1,0,0,0,0,4.81,0.0006139749999999958,1,0,
1,fallback_only,find-the-punishment-number-of-an-integer,medium,1,1,0,0,0,0,4.02,0.0005079249999999993,1,0,
1,fallback_only,painting-the-walls,hard,0,0,0,0,0,0,7.08,0.0007813249999999994,1,0,"Test 1 Failed. Expected 3, Got 8. Input: [1, 2, 3, 2]
[1, 2, 3, 2]"
1,fallback_only,collecting-chocolates,medium,0,0,0,0,0,0,3.38,0.00047847499999999904,1,0,"Test 1 Failed. Expected 13, Got 36. Input: [20, 1, 15]
5"
1,fallback_only,determine-the-minimum-sum-of-a-k-avoiding-array,medium,1,1,0,1,0,1,19.13,0.011201625000000007,2,1,
1,fallback_only,minimum-cost-to-make-all-characters-equal,medium,0,0,0,0,0,0,4.89,0.0005356749999999924,1,0,"Test 2 Failed. Expected 9, Got 3. Input: ""010101"""
1,fallback_only,greatest-common-divisor-traversal,hard,1,1,0,0,0,0,12.66,0.0006995750000000009,1,0,
1,fallback_only,lexicographically-smallest-string-after-substring-operation,medium,1,1,0,0,0,0,4.6,0.0005311249999999934,1,0,
1,fallback_only,find-the-longest-equal-subarray,medium,0,0,0,0,0,0,5.97,0.0005092749999999965,1,0,"Test 1 Failed. Expected 3, Got 6. Input: [1, 3, 2, 3, 1, 3]
3"
1,fallback_only,count-zero-request-servers,medium,1,1,0,0,0,0,5.5,0.0005726750000000017,1,0,
1,fallback_only,relocate-marbles,medium,1,1,0,0,0,0,3.92,0.0005181750000000027,1,0,
1,fallback_only,minimum-operations-to-make-the-integer-zero,medium,1,1,0,1,0,1,48.1,0.025434275000000013,2,1,
1,fallback_only,maximum-sum-queries,hard,1,1,0,0,0,0,4.95,0.0006156250000000085,1,0,
1,fallback_only,find-the-value-of-the-partition,medium,1,1,0,0,0,0,3.64,0.00037242500000000955,1,0,
1,fallback_only,special-permutations,medium,1,1,0,0,0,0,3.0,0.00041582500000000855,1,0,
1,fallback_only,sum-of-imbalance-numbers-of-all-subarrays,hard,1,1,0,0,0,0,5.46,0.0005580250000000037,1,0,
1,fallback_only,construct-the-longest-new-string,medium,0,0,0,1,0,1,24.34,0.016116725000000012,2,1,"Test 1 Failed. Expected 12, Got ('Input: x = 2, y = 5, z = 1', 'Output: 12', 'Expected: 12', '----', 'Input: x = 3, y = 2, z = 2', 'Output: 14', 'Expected: 14', '----'). Input: 2
5
1"
